f0_,Record Count,count
2018. 2. 20.,1,886897
2018. 2. 21.,1,850504
2018. 2. 22.,1,761893
2018. 2. 23.,1,733084
2018. 2. 24.,1,732861
2018. 2. 25.,1,690582
2018. 2. 26.,1,737453
2018. 2. 27.,1,694583
2018. 2. 28.,1,720368
2018. 3. 1.,1,684404
2018. 3. 2.,1,744666
2018. 3. 3.,1,673465
2018. 3. 4.,1,643241
2018. 3. 5.,1,752756
2018. 3. 6.,1,712591
2018. 3. 7.,1,783757
2018. 3. 8.,1,690139
2018. 3. 9.,1,650058
2018. 3. 10.,1,591377
2018. 3. 11.,1,608899
2018. 3. 12.,1,677908
2018. 3. 13.,1,699093
2018. 3. 14.,1,671198
2018. 3. 15.,1,654531
2018. 3. 16.,1,654584
2018. 3. 17.,1,593203
2018. 3. 18.,1,684094
2018. 3. 19.,1,703891
2018. 3. 20.,1,661791
2018. 3. 21.,1,697872
2018. 3. 22.,1,619453
2018. 3. 23.,1,677103
2018. 3. 24.,1,613203
2018. 3. 25.,1,526372
2018. 3. 26.,1,626615
2018. 3. 27.,1,584055
2018. 3. 28.,1,579858
2018. 3. 29.,1,583673
2018. 3. 30.,1,633616
2018. 3. 31.,1,584396
2018. 4. 1.,1,545141
2018. 4. 2.,1,598505
2018. 4. 3.,1,645977
2018. 4. 4.,1,628441
2018. 4. 5.,1,695871
2018. 4. 6.,1,647981
2018. 4. 7.,1,535865
2018. 4. 8.,1,595733
2018. 4. 9.,1,609799
2018. 4. 10.,1,571388
2018. 4. 11.,1,609102
2018. 4. 12.,1,692606
2018. 4. 13.,1,730344
2018. 4. 14.,1,611188
2018. 4. 15.,1,619985
2018. 4. 16.,1,664402
2018. 4. 17.,1,742823
2018. 4. 18.,1,703293
2018. 4. 19.,1,814318
2018. 4. 20.,1,832220
2018. 4. 21.,1,746104
2018. 4. 22.,1,748858
2018. 4. 23.,1,802870
2018. 4. 24.,1,816357
2018. 4. 25.,1,799014
2018. 4. 26.,1,793873
2018. 4. 27.,1,764479
2018. 4. 28.,1,775321
2018. 4. 29.,1,756651
2018. 4. 30.,1,778133
2018. 5. 1.,1,713839
2018. 5. 2.,1,787722
2018. 5. 3.,1,839586
2018. 5. 4.,1,1000526
2018. 5. 5.,1,789261
2018. 5. 6.,1,691273
2018. 5. 7.,1,789863
2018. 5. 8.,1,820098
2018. 5. 9.,1,831127
2018. 5. 10.,1,854827
2018. 5. 11.,1,826099
2018. 5. 12.,1,788487
2018. 5. 13.,1,762439
2018. 5. 14.,1,801788
2018. 5. 15.,1,779210
2018. 5. 16.,1,807257
2018. 5. 17.,1,835761
2018. 5. 18.,1,831831
2018. 5. 19.,1,846288
2018. 5. 20.,1,777283
2018. 5. 21.,1,802211
2018. 5. 22.,1,822409
2018. 5. 23.,1,833377
2018. 5. 24.,1,811167
2018. 5. 25.,1,800838
2018. 5. 26.,1,761932
2018. 5. 27.,1,776024
2018. 5. 28.,1,861002
2018. 5. 29.,1,812183
2018. 5. 30.,1,817167
2018. 5. 31.,1,832842
2018. 6. 1.,1,758242
2018. 6. 2.,1,768017
2018. 6. 3.,1,809997
2018. 6. 4.,1,807165
2018. 6. 5.,1,780654
2018. 6. 6.,1,754070
2018. 6. 7.,1,775828
2018. 6. 8.,1,720017
2018. 6. 9.,1,769427
2018. 6. 10.,1,771280
2018. 6. 11.,1,768985
2018. 6. 12.,1,770199
2018. 6. 13.,1,797637
2018. 6. 14.,1,765916
2018. 6. 15.,1,763803
2018. 6. 16.,1,639775
2018. 6. 17.,1,648548
2018. 6. 18.,1,695753
2018. 6. 19.,1,778765
2018. 6. 20.,1,803076
2018. 6. 21.,1,752035
2018. 6. 22.,1,770457
2018. 6. 23.,1,675918
2018. 6. 24.,1,671994
2018. 6. 25.,1,837265
2018. 6. 26.,1,732170
2018. 6. 27.,1,771938
2018. 6. 28.,1,744784
2018. 6. 29.,1,735092
2018. 6. 30.,1,632981
2018. 7. 1.,1,622633
2018. 7. 2.,1,489559
2018. 7. 3.,1,573532
2018. 7. 4.,1,447112
2018. 7. 5.,1,527586
2018. 7. 6.,1,459075
2018. 7. 7.,1,484105
2018. 7. 8.,1,631505
2018. 7. 9.,1,651926
2018. 7. 10.,1,691771
2018. 7. 11.,1,643920
2018. 7. 12.,1,566058
2018. 7. 13.,1,563317
2018. 7. 14.,1,508951
2018. 7. 15.,1,453706
2018. 7. 16.,1,703999
2018. 7. 17.,1,701292
2018. 7. 18.,1,746145
2018. 7. 19.,1,734702
2018. 7. 20.,1,671608
2018. 7. 21.,1,620634
2018. 7. 22.,1,675356
2018. 7. 23.,1,758657
2018. 7. 24.,1,784910
2018. 7. 25.,1,787527
2018. 7. 26.,1,725630
2018. 7. 27.,1,788715
2018. 7. 28.,1,703973
2018. 7. 29.,1,716354
2018. 7. 30.,1,757712
2018. 7. 31.,1,745063
2018. 8. 1.,1,757758
2018. 8. 2.,1,779928
2018. 8. 3.,1,753190
2018. 8. 4.,1,720548
2018. 8. 5.,1,704249
2018. 8. 6.,1,699536
2018. 8. 7.,1,636342
2018. 8. 8.,1,565663
2018. 8. 9.,1,538530
2018. 8. 10.,1,613892
2018. 8. 11.,1,657312
2018. 8. 12.,1,641927
2018. 8. 13.,1,694941
2018. 8. 14.,1,690348
2018. 8. 15.,1,648565
2018. 8. 16.,1,716732
2018. 8. 17.,1,607270
2018. 8. 18.,1,627522
2018. 8. 19.,1,599660
2018. 8. 20.,1,663769
2018. 8. 21.,1,605639
2018. 8. 22.,1,594918
2018. 8. 23.,1,599557
2018. 8. 24.,1,596227
2018. 8. 25.,1,577239
2018. 8. 26.,1,574072
2018. 8. 27.,1,645935
2018. 8. 28.,1,613844
2018. 8. 29.,1,546841
2018. 8. 30.,1,592847
2018. 8. 31.,1,577258
2018. 9. 1.,1,656254
2018. 9. 2.,1,620267
2018. 9. 3.,1,631429
2018. 9. 4.,1,589521
2018. 9. 5.,1,626957
2018. 9. 6.,1,588959
2018. 9. 7.,1,582184
2018. 9. 8.,1,543337
2018. 9. 9.,1,565631
2018. 9. 10.,1,561611
2018. 9. 11.,1,557317
2018. 9. 12.,1,570673
2018. 9. 13.,1,555753
2018. 9. 14.,1,514394
2018. 9. 15.,1,479695
2018. 9. 16.,1,458432
2018. 9. 17.,1,553720
2018. 9. 18.,1,500513
2018. 9. 19.,1,507255
2018. 9. 20.,1,498146
2018. 9. 21.,1,544686
2018. 9. 22.,1,470309
2018. 9. 23.,1,468627
2018. 9. 24.,1,480337
2018. 9. 25.,1,519108
2018. 9. 26.,1,493507
2018. 9. 27.,1,504047
2018. 9. 28.,1,500407
2018. 9. 29.,1,434315
2018. 9. 30.,1,479351
2018. 10. 1.,1,476308
2018. 10. 2.,1,490262
2018. 10. 3.,1,559006
2018. 10. 4.,1,559181
2018. 10. 5.,1,595361
2018. 10. 6.,1,596865
2018. 10. 7.,1,497767
2018. 10. 8.,1,542842
2018. 10. 9.,1,537028
2018. 10. 10.,1,516772
2018. 10. 11.,1,570525
2018. 10. 12.,1,562140
2018. 10. 13.,1,541797
2018. 10. 14.,1,511719
2018. 10. 15.,1,562011
2018. 10. 16.,1,575450
2018. 10. 17.,1,580354
2018. 10. 18.,1,565791
2018. 10. 19.,1,601119
2018. 10. 20.,1,534080
2018. 10. 21.,1,508014
2018. 10. 22.,1,577314
2018. 10. 23.,1,556231
2018. 10. 24.,1,532709
2018. 10. 25.,1,537236
2018. 10. 26.,1,551218
2018. 10. 27.,1,499165
2018. 10. 28.,1,509862
2018. 10. 29.,1,614695
2018. 10. 30.,1,608397
2018. 10. 31.,1,585707
2018. 11. 1.,1,589096
2018. 11. 2.,1,548534
2018. 11. 3.,1,505015
2018. 11. 4.,1,510848
2018. 11. 5.,1,582354
2018. 11. 6.,1,597166
2018. 11. 7.,1,564602
2018. 11. 8.,1,555392
2018. 11. 9.,1,547848
2018. 11. 10.,1,489120
2018. 11. 11.,1,527799
2018. 11. 12.,1,571162
2018. 11. 13.,1,553590
2018. 11. 14.,1,582181
2018. 11. 15.,1,563051
2018. 11. 16.,1,552107
2018. 11. 17.,1,505581
2018. 11. 18.,1,484801
2018. 11. 19.,1,622942
2018. 11. 20.,1,625752
2018. 11. 21.,1,579531
2018. 11. 22.,1,568895
2018. 11. 23.,1,559992
2018. 11. 24.,1,497091
2018. 11. 25.,1,529038
2018. 11. 26.,1,557388
2018. 11. 27.,1,565825
2018. 11. 28.,1,622580
2018. 11. 29.,1,555591
2018. 11. 30.,1,599039
2018. 12. 1.,1,525757
2018. 12. 2.,1,492410
2018. 12. 3.,1,548100
2018. 12. 4.,1,565202
2018. 12. 5.,1,595937
2018. 12. 6.,1,590923
2018. 12. 7.,1,572417
2018. 12. 8.,1,552651
2018. 12. 9.,1,507555
2018. 12. 10.,1,555379
2018. 12. 11.,1,536006
2018. 12. 12.,1,533920
2018. 12. 13.,1,565689
2018. 12. 14.,1,567306
2018. 12. 15.,1,551916
2018. 12. 16.,1,516697
2018. 12. 17.,1,570051
2018. 12. 18.,1,556320
2018. 12. 19.,1,597824
2018. 12. 20.,1,602429
2018. 12. 21.,1,606526
2018. 12. 22.,1,495551
2018. 12. 23.,1,543655
2018. 12. 24.,1,615551
2018. 12. 25.,1,535001
2018. 12. 26.,1,560047
2018. 12. 27.,1,548411
2018. 12. 28.,1,572189
2018. 12. 29.,1,543746
2018. 12. 30.,1,460395
2018. 12. 31.,1,522040
2019. 1. 1.,1,448168
2019. 1. 2.,1,589959
2019. 1. 3.,1,596620
2019. 1. 4.,1,549398
2019. 1. 5.,1,511189
2019. 1. 6.,1,487372
2019. 1. 7.,1,550964
2019. 1. 8.,1,553367
2019. 1. 9.,1,558847
2019. 1. 10.,1,582839
2019. 1. 11.,1,541838
2019. 1. 12.,1,452707
2019. 1. 13.,1,481347
2019. 1. 14.,1,577239
2019. 1. 15.,1,539896
2019. 1. 16.,1,507687
2019. 1. 17.,1,517082
2019. 1. 18.,1,538899
2019. 1. 19.,1,539125
2019. 1. 20.,1,537705
2019. 1. 21.,1,582751
2019. 1. 22.,1,605558
2019. 1. 23.,1,533819
2019. 1. 24.,1,520130
2019. 1. 25.,1,504903
2019. 1. 26.,1,464380
2019. 1. 27.,1,488814
2019. 1. 28.,1,568564
2019. 1. 29.,1,566026
2019. 1. 30.,1,555347
2019. 1. 31.,1,517057
2019. 2. 1.,1,498856
2019. 2. 2.,1,450314
2019. 2. 3.,1,424378
2019. 2. 4.,1,416394
2019. 2. 5.,1,414815
2019. 2. 6.,1,429065
2019. 2. 7.,1,428676
2019. 2. 8.,1,471952
2019. 2. 9.,1,417129
2019. 2. 10.,1,381151
2019. 2. 11.,1,429007
2019. 2. 12.,1,438111
2019. 2. 13.,1,491354
2019. 2. 14.,1,474782
2019. 2. 15.,1,468599
2019. 2. 16.,1,454309
2019. 2. 17.,1,447945
2019. 2. 18.,1,512455
2019. 2. 19.,1,533602
2019. 2. 20.,1,530268
2019. 2. 21.,1,544817
2019. 2. 22.,1,530839
2019. 2. 23.,1,476225
2019. 2. 24.,1,540201
2019. 2. 25.,1,573756
2019. 2. 26.,1,553925
2019. 2. 27.,1,539516
2019. 2. 28.,1,541458
2019. 3. 1.,1,547622
2019. 3. 2.,1,526912
2019. 3. 3.,1,492382
2019. 3. 4.,1,620211
2019. 3. 5.,1,598085
2019. 3. 6.,1,578932
2019. 3. 7.,1,572685
2019. 3. 8.,1,562361
2019. 3. 9.,1,555854
2019. 3. 10.,1,484038
2019. 3. 11.,1,536412
2019. 3. 12.,1,564306
2019. 3. 13.,1,573281
2019. 3. 14.,1,573828
2019. 3. 15.,1,553012
2019. 3. 16.,1,504183
2019. 3. 17.,1,494872
2019. 3. 18.,1,573940
2019. 3. 19.,1,635940
2019. 3. 20.,1,630313
2019. 3. 21.,1,618318
2019. 3. 22.,1,628700
2019. 3. 23.,1,561778
2019. 3. 24.,1,549073
2019. 3. 25.,1,648670
2019. 3. 26.,1,629010
2019. 3. 27.,1,625948
2019. 3. 28.,1,634367
2019. 3. 29.,1,640352
2019. 3. 30.,1,667967
2019. 3. 31.,1,646230
2019. 4. 1.,1,687574
2019. 4. 2.,1,758900
2019. 4. 3.,1,746605
2019. 4. 4.,1,673520
2019. 4. 5.,1,621924
2019. 4. 6.,1,559039
2019. 4. 7.,1,572886
2019. 4. 8.,1,668000
2019. 4. 9.,1,656914
2019. 4. 10.,1,674070
2019. 4. 11.,1,729032
2019. 4. 12.,1,694793
2019. 4. 13.,1,614291
2019. 4. 14.,1,551055
2019. 4. 15.,1,622058
2019. 4. 16.,1,656461
2019. 4. 17.,1,681896
2019. 4. 18.,1,697650
2019. 4. 19.,1,693183
2019. 4. 20.,1,686824
2019. 4. 21.,1,631190
2019. 4. 22.,1,719306
2019. 4. 23.,1,729268
2019. 4. 24.,1,668917
2019. 4. 25.,1,680812
2019. 4. 26.,1,661061
2019. 4. 27.,1,562687
2019. 4. 28.,1,593482
2019. 4. 29.,1,628989
2019. 4. 30.,1,707771
2019. 5. 1.,1,703790
2019. 5. 2.,1,626308
2019. 5. 3.,1,670882
2019. 5. 4.,1,623395
2019. 5. 5.,1,637464
2019. 5. 6.,1,706135
2019. 5. 7.,1,658146
2019. 5. 8.,1,686996
2019. 5. 9.,1,718440
2019. 5. 10.,1,736762
2019. 5. 11.,1,742337
2019. 5. 12.,1,715827
2019. 5. 13.,1,758695
2019. 5. 14.,1,830785
2019. 5. 15.,1,847606
2019. 5. 16.,1,908208
2019. 5. 17.,1,810320
2019. 5. 18.,1,735420
2019. 5. 19.,1,752431
2019. 5. 20.,1,860161
2019. 5. 21.,1,812799
2019. 5. 22.,1,873384
2019. 5. 23.,1,846724
2019. 5. 24.,1,904057
2019. 5. 25.,1,839949
2019. 5. 26.,1,763094
2019. 5. 27.,1,941733
2019. 5. 28.,1,910535
2019. 5. 29.,1,947509
2019. 5. 30.,1,891907
2019. 5. 31.,1,870676
2019. 6. 1.,1,956751
2019. 6. 2.,1,890894
2019. 6. 3.,1,889067
2019. 6. 4.,1,891955
2019. 6. 5.,1,799392
2019. 6. 6.,1,824817
2019. 6. 7.,1,758454
2019. 6. 8.,1,992653
2019. 6. 9.,1,715741
2019. 6. 10.,1,963694
2019. 6. 11.,1,930038
2019. 6. 12.,1,860682
2019. 6. 13.,1,749758
2019. 6. 14.,1,825364
2019. 6. 15.,1,938952
2019. 6. 16.,1,888979
2019. 6. 17.,1,944094
2019. 6. 18.,1,850016
2019. 6. 19.,1,886054
2019. 6. 20.,1,985024
2019. 6. 21.,1,777627
2019. 6. 22.,1,758133
2019. 6. 23.,1,773499
2019. 6. 24.,1,809637
2019. 6. 25.,1,932194
2019. 6. 26.,1,848601
2019. 6. 27.,1,814118
2019. 6. 28.,1,1004170
2019. 6. 29.,1,733337
2019. 6. 30.,1,685958
2019. 7. 1.,1,951985
2019. 7. 2.,1,895054
2019. 7. 3.,1,753227
2019. 7. 4.,1,747514
2019. 7. 5.,1,849080
2019. 7. 6.,1,754040
2019. 7. 7.,1,582067
2019. 7. 8.,1,809796
2019. 7. 9.,1,771955
2019. 7. 10.,1,736096
2019. 7. 11.,1,975288
2019. 7. 12.,1,726392
2019. 7. 13.,1,587283
2019. 7. 14.,1,613490
2019. 7. 15.,1,743294
2019. 7. 16.,1,1003278
2019. 7. 17.,1,830029
2019. 7. 18.,1,667874
2019. 7. 19.,1,815548
2019. 7. 20.,1,584085
2019. 7. 21.,1,522416
2019. 7. 22.,1,640666
2019. 7. 23.,1,606795
2019. 7. 24.,1,907213
2019. 7. 25.,1,949864
2019. 7. 26.,1,640260
2019. 7. 27.,1,577697
2019. 7. 28.,1,572697
2019. 7. 29.,1,676990
2019. 7. 30.,1,715782
2019. 7. 31.,1,684284
2019. 8. 1.,1,877643
2019. 8. 2.,1,768312
2019. 8. 3.,1,783492
2019. 8. 4.,1,569134
2019. 8. 5.,1,718438
2019. 8. 6.,1,732052
2019. 8. 7.,1,742477
2019. 8. 8.,1,692736
2019. 8. 9.,1,721762
2019. 8. 10.,1,630929
2019. 8. 11.,1,582507
2019. 8. 12.,1,712949
2019. 8. 13.,1,698671
2019. 8. 14.,1,736647
2019. 8. 15.,1,689076
2019. 8. 16.,1,718875
2019. 8. 17.,1,641106
2019. 8. 18.,1,627260
2019. 8. 19.,1,724461
2019. 8. 20.,1,733520
2019. 8. 21.,1,731500
2019. 8. 22.,1,737144
2019. 8. 23.,1,733282
2019. 8. 24.,1,684235
2019. 8. 25.,1,677260
2019. 8. 26.,1,750845
2019. 8. 27.,1,748158
2019. 8. 28.,1,722262
2019. 8. 29.,1,724189
2019. 8. 30.,1,713194
2019. 8. 31.,1,679773
2019. 9. 1.,1,690235
2019. 9. 2.,1,757539
2019. 9. 3.,1,751224
2019. 9. 4.,1,714432
2019. 9. 5.,1,769872
2019. 9. 6.,1,768500
2019. 9. 7.,1,677445
2019. 9. 8.,1,675137
2019. 9. 9.,1,756508
2019. 9. 10.,1,691617
2019. 9. 11.,1,705292
2019. 9. 12.,1,723726
2019. 9. 13.,1,623470
2019. 9. 14.,1,628467
2019. 9. 15.,1,633961
2019. 9. 16.,1,733010
2019. 9. 17.,1,681814
2019. 9. 18.,1,708743
2019. 9. 19.,1,692484
2019. 9. 20.,1,717128
2019. 9. 21.,1,596973
2019. 9. 22.,1,576563
2019. 9. 23.,1,639394
2019. 9. 24.,1,709522
2019. 9. 25.,1,677675
2019. 9. 26.,1,657676
2019. 9. 27.,1,623632
2019. 9. 28.,1,607857
2019. 9. 29.,1,591986
2019. 9. 30.,1,683924
2019. 10. 1.,1,645073
2019. 10. 2.,1,627137
2019. 10. 3.,1,615189
2019. 10. 4.,1,590197
2019. 10. 5.,1,595118
2019. 10. 6.,1,571769
2019. 10. 7.,1,629382
2019. 10. 8.,1,710373
2019. 10. 9.,1,751354
2019. 10. 10.,1,706127
2019. 10. 11.,1,702673
2019. 10. 12.,1,634450
2019. 10. 13.,1,566845
2019. 10. 14.,1,650601
2019. 10. 15.,1,690703
2019. 10. 16.,1,694589
2019. 10. 17.,1,703704
2019. 10. 18.,1,733646
2019. 10. 19.,1,665170
2019. 10. 20.,1,612341
2019. 10. 21.,1,678528
2019. 10. 22.,1,726230
2019. 10. 23.,1,736388
2019. 10. 24.,1,724917
2019. 10. 25.,1,741655
2019. 10. 26.,1,716822
2019. 10. 27.,1,642955
2019. 10. 28.,1,721335
2019. 10. 29.,1,707622
2019. 10. 30.,1,717618
2019. 10. 31.,1,744118
2019. 11. 1.,1,705019
2019. 11. 2.,1,590976
2019. 11. 3.,1,571113
2019. 11. 4.,1,670783
2019. 11. 5.,1,739254
2019. 11. 6.,1,707733
2019. 11. 7.,1,857371
2019. 11. 8.,1,699138
2019. 11. 9.,1,604007
2019. 11. 10.,1,609364
2019. 11. 11.,1,710155
2019. 11. 12.,1,708660
2019. 11. 13.,1,713551
2019. 11. 14.,1,679505
2019. 11. 15.,1,683049
2019. 11. 16.,1,596661
2019. 11. 17.,1,600168
2019. 11. 18.,1,734472
2019. 11. 19.,1,735532
2019. 11. 20.,1,689771
2019. 11. 21.,1,762896
2019. 11. 22.,1,794748
2019. 11. 23.,1,631670
2019. 11. 24.,1,596880
2019. 11. 25.,1,762888
2019. 11. 26.,1,679733
2019. 11. 27.,1,674957
2019. 11. 28.,1,623080
2019. 11. 29.,1,670568
2019. 11. 30.,1,584871
2019. 12. 1.,1,615069
2019. 12. 2.,1,681210
2019. 12. 3.,1,610528
2019. 12. 4.,1,661004
2019. 12. 5.,1,617647
2019. 12. 6.,1,573666
2019. 12. 7.,1,488124
2019. 12. 8.,1,440672
2019. 12. 9.,1,635462
2019. 12. 10.,1,631603
2019. 12. 11.,1,625349
2019. 12. 12.,1,635638
2019. 12. 13.,1,621511
2019. 12. 14.,1,551143
2019. 12. 15.,1,526996
2019. 12. 16.,1,634682
2019. 12. 17.,1,646999
2019. 12. 18.,1,663295
2019. 12. 19.,1,620140
2019. 12. 20.,1,614338
2019. 12. 21.,1,545378
2019. 12. 22.,1,529935
2019. 12. 23.,1,631635
2019. 12. 24.,1,602814
2019. 12. 25.,1,565093
2019. 12. 26.,1,586645
2019. 12. 27.,1,580029
2019. 12. 28.,1,516438
2019. 12. 29.,1,480131
2019. 12. 30.,1,584426
2019. 12. 31.,1,554215
2020. 1. 1.,1,466526
2020. 1. 2.,1,505639
2020. 1. 3.,1,581641
2020. 1. 4.,1,559074
2020. 1. 5.,1,524664
2020. 1. 6.,1,626525
2020. 1. 7.,1,646478
2020. 1. 8.,1,653831
2020. 1. 9.,1,621399
2020. 1. 10.,1,605095
2020. 1. 11.,1,549612
2020. 1. 12.,1,523951
2020. 1. 13.,1,565389
2020. 1. 14.,1,671748
2020. 1. 15.,1,698399
2020. 1. 16.,1,693649
2020. 1. 17.,1,676556
2020. 1. 18.,1,628211
2020. 1. 19.,1,615368
2020. 1. 20.,1,599266
2020. 1. 21.,1,558962
2020. 1. 22.,1,513767
2020. 1. 23.,1,552533
2020. 1. 24.,1,497135
2020. 1. 25.,1,435515
2020. 1. 26.,1,428839
2020. 1. 27.,1,476541
2020. 1. 28.,1,526284
2020. 1. 29.,1,551529
2020. 1. 30.,1,566052
2020. 1. 31.,1,583358
2020. 2. 1.,1,545761
2020. 2. 2.,1,530094
2020. 2. 3.,1,621191
2020. 2. 4.,1,524476
2020. 2. 5.,1,610780
2020. 2. 6.,1,606505
2020. 2. 7.,1,626252
2020. 2. 8.,1,661649
2020. 2. 9.,1,628631
2020. 2. 10.,1,668760
2020. 2. 11.,1,709280
2020. 2. 12.,1,798162
2020. 2. 13.,1,764763
2020. 2. 14.,1,771827
2020. 2. 15.,1,699151
2020. 2. 16.,1,661490
2020. 2. 17.,1,695366
2020. 2. 18.,1,733983
2020. 2. 19.,1,695837
2020. 2. 20.,1,689600
2020. 2. 21.,1,670542
2020. 2. 22.,1,605859
2020. 2. 23.,1,606290
2020. 2. 24.,1,687702
2020. 2. 25.,1,670257
2020. 2. 26.,1,704929
2020. 2. 27.,1,714482
2020. 2. 28.,1,688694
2020. 2. 29.,1,620465
2020. 3. 1.,1,628500
2020. 3. 2.,1,681477
2020. 3. 3.,1,661419
2020. 3. 4.,1,663966
2020. 3. 5.,1,720114
2020. 3. 6.,1,676799
2020. 3. 7.,1,630992
2020. 3. 8.,1,662565
2020. 3. 9.,1,784085
2020. 3. 10.,1,760588
2020. 3. 11.,1,713065
2020. 3. 12.,1,760781
2020. 3. 13.,1,847947
2020. 3. 14.,1,681830
2020. 3. 15.,1,657653
2020. 3. 16.,1,784094
2020. 3. 17.,1,763100
2020. 3. 18.,1,768437
2020. 3. 19.,1,864017
2020. 3. 20.,1,822158
2020. 3. 21.,1,857503
2020. 3. 22.,1,746195
2020. 3. 23.,1,801238
2020. 3. 24.,1,791900
2020. 3. 25.,1,765389
2020. 3. 26.,1,772649
2020. 3. 27.,1,748776
2020. 3. 28.,1,667726
2020. 3. 29.,1,607984
2020. 3. 30.,1,724004
2020. 3. 31.,1,731749
2020. 4. 1.,1,683007
2020. 4. 2.,1,720554
2020. 4. 3.,1,722688
2020. 4. 4.,1,625952
2020. 4. 5.,1,614001
2020. 4. 6.,1,771300
2020. 4. 7.,1,783472
2020. 4. 8.,1,830223
2020. 4. 9.,1,727502
2020. 4. 10.,1,745643
2020. 4. 11.,1,680523
2020. 4. 12.,1,678530
2020. 4. 13.,1,744306
2020. 4. 14.,1,813972
2020. 4. 15.,1,792152
2020. 4. 16.,1,790334
2020. 4. 17.,1,785639
2020. 4. 18.,1,783111
2020. 4. 19.,1,741675
2020. 4. 20.,1,828885
2020. 4. 21.,1,812963
2020. 4. 22.,1,790519
2020. 4. 23.,1,826397
2020. 4. 24.,1,846807
2020. 4. 25.,1,792299
2020. 4. 26.,1,801949
2020. 4. 27.,1,841193
2020. 4. 28.,1,838453
2020. 4. 29.,1,897881
2020. 4. 30.,1,899459
2020. 5. 1.,1,827138
2020. 5. 2.,1,765990
2020. 5. 3.,1,789689
2020. 5. 4.,1,774035
2020. 5. 5.,1,785518
2020. 5. 6.,1,833506
2020. 5. 7.,1,877129
2020. 5. 8.,1,887756
2020. 5. 9.,1,894382
2020. 5. 10.,1,879153
2020. 5. 11.,1,887554
2020. 5. 12.,1,880678
2020. 5. 13.,1,856962
2020. 5. 14.,1,820300
2020. 5. 15.,1,888691
2020. 5. 16.,1,875030
2020. 5. 17.,1,808464
2020. 5. 18.,1,857645
2020. 5. 19.,1,848038
2020. 5. 20.,1,855377
2020. 5. 21.,1,867704
2020. 5. 22.,1,916282
2020. 5. 23.,1,868425
2020. 5. 24.,1,825755
2020. 5. 25.,1,875607
2020. 5. 26.,1,916975
2020. 5. 27.,1,896217
2020. 5. 28.,1,907265
2020. 5. 29.,1,949269
2020. 5. 30.,1,881950
2020. 5. 31.,1,850103
2020. 6. 1.,1,929874
2020. 6. 2.,1,980902
2020. 6. 3.,1,898364
2020. 6. 4.,1,930407
2020. 6. 5.,1,901995
2020. 6. 6.,1,946196
2020. 6. 7.,1,943786
2020. 6. 8.,1,966206
2020. 6. 9.,1,923075
2020. 6. 10.,1,939890
2020. 6. 11.,1,925331
2020. 6. 12.,1,889318
2020. 6. 13.,1,833267
2020. 6. 14.,1,785017
2020. 6. 15.,1,912281
2020. 6. 16.,1,904928
2020. 6. 17.,1,879736
2020. 6. 18.,1,913845
2020. 6. 19.,1,945942
2020. 6. 20.,1,941415
2020. 6. 21.,1,987058
2020. 6. 22.,1,1092083
2020. 6. 23.,1,1119442
2020. 6. 24.,1,1070862
2020. 6. 25.,1,1041742
2020. 6. 26.,1,1017505
2020. 6. 27.,1,1017138
2020. 6. 28.,1,997731
2020. 6. 29.,1,1056189
2020. 6. 30.,1,1111318
2020. 7. 1.,1,1044438
2020. 7. 2.,1,1039119
2020. 7. 3.,1,1022098
2020. 7. 4.,1,946287
2020. 7. 5.,1,880075
2020. 7. 6.,1,1020012
2020. 7. 7.,1,1064506
2020. 7. 8.,1,1092210
2020. 7. 9.,1,1070343
2020. 7. 10.,1,1034806
2020. 7. 11.,1,982930
2020. 7. 12.,1,997960
2020. 7. 13.,1,1151834
2020. 7. 14.,1,1098661
2020. 7. 15.,1,1111360
2020. 7. 16.,1,1068620
2020. 7. 17.,1,1078101
2020. 7. 18.,1,1071509
2020. 7. 19.,1,1082448
2020. 7. 20.,1,1143700
2020. 7. 21.,1,1120095
2020. 7. 22.,1,1138040
2020. 7. 23.,1,1147143
2020. 7. 24.,1,1146282
2020. 7. 25.,1,1175506
2020. 7. 26.,1,1137893
2020. 7. 27.,1,1261456
2020. 7. 28.,1,1222353
2020. 7. 29.,1,1163851
2020. 7. 30.,1,1164479
2020. 7. 31.,1,1218838
2020. 8. 1.,1,1171566
2020. 8. 2.,1,1125886
2020. 8. 3.,1,1176793
2020. 8. 4.,1,1164208
2020. 8. 5.,1,1182699
2020. 8. 6.,1,1215885
2020. 8. 7.,1,1249695
2020. 8. 8.,1,1182406
2020. 8. 9.,1,1229151
2020. 8. 10.,1,1289980
2020. 8. 11.,1,1254244
2020. 8. 12.,1,1229214
2020. 8. 13.,1,1209139
2020. 8. 14.,1,1201546
2020. 8. 15.,1,1107833
2020. 8. 16.,1,1152369
2020. 8. 17.,1,1181976
2020. 8. 18.,1,1229256
2020. 8. 19.,1,1216891
2020. 8. 20.,1,1182994
2020. 8. 21.,1,1256752
2020. 8. 22.,1,1102479
2020. 8. 23.,1,1122524
2020. 8. 24.,1,1162182
2020. 8. 25.,1,1138199
2020. 8. 26.,1,1166218
2020. 8. 27.,1,1136576
2020. 8. 28.,1,1131912
2020. 8. 29.,1,1130992
2020. 8. 30.,1,1142415
2020. 8. 31.,1,1235856
2020. 9. 1.,1,1245701
2020. 9. 2.,1,1181212
2020. 9. 3.,1,1149636
